Amplicon	Cpos	Gpos	001-A1-2531.cov	001-A1-2531.ratio	002-B1-930.cov	002-B1-930.ratio	003-C1-2184.cov	003-C1-2184.ratio	004-D1-1814.cov	004-D1-1814.ratio	005-E1-539.cov	005-E1-539.ratio	006-F1-1607.cov	006-F1-1607.ratio	007-G1-2467.cov	007-G1-2467.ratio	008-H1-1622.cov	008-H1-1622.ratio	009-A2-1962.cov	009-A2-1962.ratio	010-B2-1398.cov	010-B2-1398.ratio	011-C2-2265.cov	011-C2-2265.ratio	012-D2-1608.cov	012-D2-1608.ratio	013-E2-2124.cov	013-E2-2124.ratio	014-F2-1366.cov	014-F2-1366.ratio	015-G2-2649.cov	015-G2-2649.ratio	016-H2-1314.cov	016-H2-1314.ratio	017-A3-1393.cov	017-A3-1393.ratio	018-B3-2148.cov	018-B3-2148.ratio	019-C3-948.cov	019-C3-948.ratio	020-D3-2387.cov	020-D3-2387.ratio	021-E3-903.cov	021-E3-903.ratio	022-F3-2398.cov	022-F3-2398.ratio	023-G3-1747.cov	023-G3-1747.ratio	024-H3-2109.cov	024-H3-2109.ratio	025-A4-2427.cov	025-A4-2427.ratio	026-B4-1767.cov	026-B4-1767.ratio	027-C4-2520.cov	027-C4-2520.ratio	028-D4-1895.cov	028-D4-1895.ratio	029-E4-993.cov	029-E4-993.ratio	030-F4-1721.cov	030-F4-1721.ratio	031-G4-1220.cov	031-G4-1220.ratio	032-H4-2560.cov	032-H4-2560.ratio	033-A5-1365.cov	033-A5-1365.ratio	034-B5-1217.cov	034-B5-1217.ratio	035-C5-2349.cov	035-C5-2349.ratio	036-D5-1650.cov	036-D5-1650.ratio	037-E5-1342.cov	037-E5-1342.ratio	038-F5-462.cov	038-F5-462.ratio	039-G5-2288.cov	039-G5-2288.ratio	040-H5-996.cov	040-H5-996.ratio	041-A6-2272.cov	041-A6-2272.ratio	042-B6-2128.cov	042-B6-2128.ratio	043-C6-579.cov	043-C6-579.ratio	044-D6-1618.cov	044-D6-1618.ratio	045-E6-1923.cov	045-E6-1923.ratio	046-F6-1362.cov	046-F6-1362.ratio	047-G6-584.cov	047-G6-584.ratio	048-H6-1275.cov	048-H6-1275.ratio	049-A7-1616.cov	049-A7-1616.ratio	050-B7-2091.cov	050-B7-2091.ratio	051-C7-2011.cov	051-C7-2011.ratio	052-D7-2497.cov	052-D7-2497.ratio	053-E7-529.cov	053-E7-529.ratio	054-F7-982.cov	054-F7-982.ratio	055-G7-1908.cov	055-G7-1908.ratio	056-H7-1823.cov	056-H7-1823.ratio	057-A8-997.cov	057-A8-997.ratio	058-B8-1617.cov	058-B8-1617.ratio	059-C8-1606.cov	059-C8-1606.ratio	060-D8-2465.cov	060-D8-2465.ratio	061-E8-1623.cov	061-E8-1623.ratio	062-F8-1605.cov	062-F8-1605.ratio	063-G8-1361.cov	063-G8-1361.ratio	064-H8-2575.cov	064-H8-2575.ratio	065-A9-580.cov	065-A9-580.ratio	066-B9-783.cov	066-B9-783.ratio	067-C9-955.cov	067-C9-955.ratio	068-D9-2287.cov	068-D9-2287.ratio	069-E9-888.cov	069-E9-888.ratio	070-F9-1806.cov	070-F9-1806.ratio	071-G9-2046.cov	071-G9-2046.ratio	072-H9-2132.cov	072-H9-2132.ratio	073-A10-2608.cov	073-A10-2608.ratio	074-B10-2293.cov	074-B10-2293.ratio	075-C10-894.cov	075-C10-894.ratio	076-D10-2315.cov	076-D10-2315.ratio	077-E10-2395.cov	077-E10-2395.ratio	078-F10-2390.cov	078-F10-2390.ratio	079-G10-1919.cov	079-G10-1919.ratio	080-H10-2505.cov	080-H10-2505.ratio	081-A11-985.cov	081-A11-985.ratio	082-B11-1728.cov	082-B11-1728.ratio	083-C11-1283.cov	083-C11-1283.ratio	084-D11-2606.cov	084-D11-2606.ratio	085-E11-1402.cov	085-E11-1402.ratio	086-F11-417.cov	086-F11-417.ratio	087-G11-1922.cov	087-G11-1922.ratio	088-H11-2172.cov	088-H11-2172.ratio	089-A12-1858.cov	089-A12-1858.ratio	090-B12-2111.cov	090-B12-2111.ratio	091-C12-0M.cov	091-C12-0M.ratio	092-D12-1M.cov	092-D12-1M.ratio	093-E12-25M.cov	093-E12-25M.ratio	094-F12-50M.cov	094-F12-50M.ratio	095-G12-75M.cov	095-G12-75M.ratio	096-H12-100M.cov	096-H12-100M.ratio
lethal_EPHB3::chr3:184243858-184243913	12	14	136740	42.43	167048	51.41	198895	39.59	146331	44.17	154245	30.83	188891	67.33	131254	66.98	109606	46.37	116978	42.54	106900	59.62	131377	33.55	204009	38.98	164716	11.69	155133	26.46	131254	29.09	134573	33.73	192856	58.46	130123	10.60	193205	16.32	144952	56.70	167864	20.48	85852	32.56	131479	15.51	163674	42.50	155341	56.15	157854	 9.09	158840	22.25	186231	48.83	158469	20.97	130176	71.24	157087	69.72	147628	46.68	212061	69.15	194025	46.83	124275	52.84	166805	34.90	186154	65.74	171065	53.32	107026	30.84	142139	39.68	136778	39.33	159652	 3.95	136880	41.60	196173	55.91	202222	41.28	202859	 6.30	220042	17.10	164639	 7.77	133992	27.30	126067	43.58	175444	48.83	169145	40.96	141700	13.84	116393	24.60	172501	21.47	150670	10.12	167589	41.65	125663	17.72	164411	28.34	112296	59.94	120058	20.74	119251	14.06	142721	39.55	143216	52.29	185378	31.03	208836	30.23	148599	53.30	156636	75.32	144376	19.57	138471	61.80	189315	54.75	102267	10.87	129222	55.60	177071	37.24	163927	57.80	130734	20.74	175650	17.68	132152	43.83	112354	 8.57	169794	60.68	103999	 9.89	139563	20.41	95630	32.54	94143	27.34	123962	12.04	158205	11.11	167969	17.29	206129	77.73	158432	66.01	128706	 5.59	252975	 1.63	159385	 1.09	146573	19.26	157354	43.26	170414	71.57	145957	90.69
lethal_EPHB3::chr3:184243858-184243913	19	21	136740	41.76	167048	48.30	198895	38.64	146331	42.06	154245	28.43	188891	59.97	131254	63.31	109606	40.75	116978	37.11	106900	57.93	131377	28.93	204009	29.85	164716	11.00	155133	24.20	131254	27.75	134573	31.92	192856	57.21	130123	13.74	193205	18.28	144952	53.25	167864	18.21	85852	28.81	131479	14.52	163674	37.67	155341	53.84	157854	 9.37	158840	20.58	186231	46.78	158469	22.06	130176	70.64	157087	68.62	147628	43.11	212061	64.09	194025	44.79	124275	45.89	166805	34.68	186154	58.08	171065	47.04	107026	25.78	142139	37.74	136778	35.97	159652	 3.20	136880	40.08	196173	54.64	202222	42.16	202859	 7.49	220042	15.01	164639	 7.35	133992	27.17	126067	39.09	175444	51.14	169145	34.71	141700	10.16	116393	23.63	172501	19.05	150670	 8.77	167589	39.58	125663	17.07	164411	26.62	112296	57.31	120058	22.07	119251	11.73	142721	33.14	143216	49.33	185378	38.47	208836	27.41	148599	46.24	156636	71.06	144376	21.53	138471	60.82	189315	55.82	102267	10.90	129222	52.09	177071	34.24	163927	54.76	130734	17.95	175650	16.21	132152	39.56	112354	 8.77	169794	59.30	103999	 8.55	139563	17.53	95630	31.04	94143	18.53	123962	10.13	158205	 7.23	167969	15.18	206129	73.41	158432	63.74	128706	 3.97	252975	 0.88	159385	 0.49	146573	19.12	157354	47.01	170414	73.69	145957	97.68
lethal_EPHB3::chr3:184243858-184243913	23	25	136740	40.62	167048	48.34	198895	37.86	146331	40.34	154245	28.14	188891	57.37	131254	62.55	109606	33.90	116978	30.08	106900	59.47	131377	31.57	204009	28.01	164716	 7.80	155133	25.02	131254	25.37	134573	27.11	192856	55.25	130123	 6.99	193205	14.38	144952	54.52	167864	15.90	85852	27.96	131479	10.52	163674	20.42	155341	54.26	157854	 8.57	158840	18.32	186231	41.26	158469	10.51	130176	68.72	157087	66.59	147628	39.47	212061	65.05	194025	40.96	124275	47.25	166805	32.98	186154	61.28	171065	45.16	107026	23.58	142139	39.04	136778	35.84	159652	 3.35	136880	40.22	196173	42.44	202222	41.25	202859	 7.27	220042	13.87	164639	 6.96	133992	22.11	126067	41.10	175444	46.52	169145	39.08	141700	10.89	116393	18.74	172501	18.37	150670	 6.82	167589	41.74	125663	18.20	164411	23.20	112296	55.30	120058	17.54	119251	13.46	142721	36.06	143216	43.89	185378	38.72	208836	24.81	148599	47.73	156636	73.49	144376	17.74	138471	62.26	189315	50.29	102267	 7.95	129222	54.14	177071	33.54	163927	52.47	130734	19.18	175650	14.87	132152	40.61	112354	 8.79	169794	50.90	103999	 6.12	139563	15.69	95630	30.84	94143	24.29	123962	 9.13	158205	 7.13	167969	12.51	206129	73.13	158432	63.26	128706	 4.82	252975	 0.61	159385	 1.99	146573	18.49	157354	45.12	170414	71.73	145957	94.42
lethal_EPHB3::chr3:184243858-184243913	32	34	136740	40.34	167048	50.41	198895	39.10	146331	41.76	154245	31.78	188891	69.14	131254	68.17	109606	40.98	116978	36.75	106900	59.59	131377	33.74	204009	38.25	164716	11.19	155133	26.59	131254	28.11	134573	35.23	192856	58.59	130123	12.86	193205	21.69	144952	57.45	167864	19.57	85852	32.26	131479	15.46	163674	46.78	155341	60.22	157854	13.43	158840	20.13	186231	44.28	158469	22.27	130176	69.55	157087	70.30	147628	44.60	212061	67.05	194025	44.22	124275	49.39	166805	35.81	186154	65.67	171065	45.09	107026	26.43	142139	41.40	136778	42.47	159652	 4.09	136880	42.73	196173	57.19	202222	50.30	202859	 9.25	220042	17.68	164639	 9.59	133992	27.28	126067	43.19	175444	54.72	169145	40.43	141700	13.79	116393	25.10	172501	20.44	150670	11.03	167589	45.84	125663	18.63	164411	29.34	112296	56.24	120058	23.82	119251	16.54	142721	37.83	143216	45.71	185378	32.67	208836	29.29	148599	52.88	156636	73.24	144376	24.77	138471	62.53	189315	58.04	102267	11.27	129222	56.71	177071	36.15	163927	56.41	130734	20.51	175650	18.78	132152	42.78	112354	11.67	169794	59.77	103999	 9.03	139563	19.81	95630	33.22	94143	28.68	123962	11.26	158205	 8.61	167969	17.41	206129	74.44	158432	64.22	128706	 6.88	252975	 0.14	159385	 0.94	146573	19.15	157354	47.43	170414	73.98	145957	98.81
lethal_EPHB3::chr3:184243858-184243913	42	44	136740	42.75	167048	54.95	198895	42.42	146331	43.40	154245	32.92	188891	69.77	131254	67.67	109606	42.99	116978	45.00	106900	62.35	131377	31.38	204009	43.65	164716	13.80	155133	28.25	131254	30.66	134573	40.94	192856	60.19	130123	14.75	193205	24.89	144952	59.88	167864	20.95	85852	33.60	131479	18.39	163674	49.93	155341	66.97	157854	14.01	158840	21.15	186231	49.18	158469	26.96	130176	68.69	157087	71.46	147628	47.57	212061	69.15	194025	46.52	124275	49.52	166805	36.99	186154	67.49	171065	51.90	107026	30.50	142139	43.19	136778	41.90	159652	 3.68	136880	43.56	196173	54.13	202222	50.61	202859	 9.78	220042	18.93	164639	11.25	133992	29.92	126067	46.42	175444	60.16	169145	40.95	141700	13.68	116393	25.94	172501	24.75	150670	11.31	167589	48.91	125663	20.15	164411	31.36	112296	60.23	120058	30.79	119251	17.14	142721	38.88	143216	52.99	185378	47.04	208836	34.30	148599	53.57	156636	75.28	144376	24.64	138471	62.17	189315	60.97	102267	11.53	129222	59.37	177071	37.56	163927	59.01	130734	26.43	175650	20.33	132152	44.72	112354	11.50	169794	64.29	103999	 9.79	139563	22.05	95630	34.68	94143	29.73	123962	12.23	158205	11.93	167969	17.59	206129	78.03	158432	66.78	128706	 7.14	252975	 0.32	159385	 0.58	146573	18.66	157354	42.83	170414	69.28	145957	92.84
lethal_EPHB3::chr3:184243858-184243913	45	47	136740	46.30	167048	60.25	198895	44.21	146331	45.58	154245	34.79	188891	75.49	131254	70.44	109606	48.51	116978	43.75	106900	61.71	131377	33.62	204009	44.87	164716	17.14	155133	29.46	131254	33.68	134573	44.10	192856	62.88	130123	19.01	193205	30.21	144952	67.15	167864	25.26	85852	34.65	131479	20.28	163674	57.47	155341	67.43	157854	18.79	158840	22.16	186231	53.68	158469	31.60	130176	71.79	157087	72.32	147628	49.85	212061	68.84	194025	51.44	124275	59.46	166805	38.58	186154	67.48	171065	51.50	107026	32.77	142139	47.40	136778	48.04	159652	 6.06	136880	46.96	196173	68.00	202222	56.73	202859	12.66	220042	22.07	164639	13.70	133992	30.99	126067	50.11	175444	60.31	169145	46.50	141700	17.56	116393	30.93	172501	28.57	150670	13.75	167589	51.55	125663	19.94	164411	33.21	112296	63.91	120058	35.28	119251	18.98	142721	40.29	143216	55.21	185378	57.30	208836	38.39	148599	54.30	156636	75.60	144376	30.94	138471	64.29	189315	62.29	102267	15.68	129222	60.18	177071	39.61	163927	59.49	130734	26.66	175650	23.24	132152	46.59	112354	 9.99	169794	65.56	103999	13.53	139563	25.05	95630	36.68	94143	31.37	123962	16.60	158205	12.67	167969	21.14	206129	79.08	158432	67.52	128706	 8.04	252975	 0.21	159385	 1.10	146573	18.14	157354	45.40	170414	72.55	145957	95.86
lethal_LECT1::chr13:53313332-53313387	-2	0	3191	22.09	6174	37.38	15547	70.00	9717	39.22	9286	72.07	11615	42.56	9988	13.58	18686	79.81	10217	48.44	20750	88.20	9268	39.11	27674	77.37	8317	52.62	9487	37.86	5753	20.74	2140	10.37	24804	85.89	8594	81.43	3015	12.70	15736	75.06	8533	57.26	22454	92.64	6763	44.94	10837	28.02	15419	49.82	14891	41.80	11357	76.36	10859	54.02	23203	87.77	451	17.52	8385	88.78	19044	90.11	14747	57.06	2630	 1.37	5940	66.11	12733	57.79	11335	80.26	9425	78.98	9211	78.89	8894	24.41	8533	 6.34	4730	24.14	10752	71.08	15011	68.34	7118	23.34	13972	17.41	8048	14.50	12132	73.21	6072	42.82	5654	12.45	17739	34.97	10744	61.06	5309	15.65	11266	65.17	14462	61.08	16243	68.60	6472	57.40	8073	39.86	6202	62.80	8890	81.81	7469	54.56	7396	25.99	6196	63.88	8356	53.79	7415	16.79	13313	38.90	8989	61.89	8486	80.29	9587	15.75	14805	63.54	16719	28.51	10203	61.82	2164	33.04	12297	55.82	7237	80.78	7310	53.04	12060	44.53	11626	69.13	4566	17.19	10255	15.66	4423	74.20	3649	30.06	5077	64.80	9458	59.06	4791	39.18	7577	12.23	13081	36.14	18574	82.66	7457	75.20	10198	58.61	1113	 0.63	4252	 2.89	4498	32.77	3902	58.74	4544	90.93	7860	98.40
lethal_LECT1::chr13:53313332-53313387	1	3	3191	 7.62	6174	26.32	15547	68.30	9717	36.46	9286	46.34	11615	17.00	9988	 8.35	18686	75.03	10217	43.95	20750	87.21	9268	35.78	27674	71.73	8317	41.94	9487	35.65	5753	14.84	2140	 4.35	24804	86.72	8594	78.59	3015	 5.27	15736	61.19	8533	50.91	22454	91.45	6763	25.42	10837	17.65	15419	27.04	14891	25.69	11357	58.73	10859	39.65	23203	87.85	451	27.05	8385	85.75	19044	84.99	14747	38.50	2630	 1.33	5940	29.58	12733	54.52	11335	64.08	9425	79.31	9211	79.58	8894	21.00	8533	 6.76	4730	19.96	10752	64.17	15011	65.93	7118	46.12	13972	11.01	8048	10.06	12132	59.56	6072	32.02	5654	 7.55	17739	14.49	10744	48.99	5309	 5.69	11266	55.25	14462	58.08	16243	63.18	6472	34.70	8073	35.87	6202	61.59	8890	79.53	7469	29.72	7396	22.96	6196	66.49	8356	47.40	7415	 2.79	13313	21.45	8989	44.80	8486	70.25	9587	12.89	14805	46.02	16719	 7.35	10203	55.27	2164	12.57	12297	54.53	7237	81.43	7310	37.99	12060	40.24	11626	64.89	4566	 8.45	10255	 4.40	4423	71.94	3649	24.64	5077	62.22	9458	17.88	4791	35.09	7577	 6.40	13081	25.10	18574	54.13	7457	75.61	10198	57.86	1113	 0.27	4252	 2.70	4498	29.75	3902	58.84	4544	85.63	7860	95.27
lethal_LECT1::chr13:53313332-53313387	3	5	3191	 3.92	6174	20.72	15547	60.60	9717	33.52	9286	39.88	11615	 7.56	9988	 4.41	18686	46.50	10217	30.84	20750	80.22	9268	20.94	27674	38.48	8317	32.15	9487	35.31	5753	11.56	2140	 1.21	24804	85.07	8594	52.34	3015	 3.32	15736	20.09	8533	36.08	22454	83.66	6763	25.60	10837	12.79	15419	12.52	14891	11.32	11357	51.55	10859	29.50	23203	84.65	451	 9.76	8385	83.73	19044	73.34	14747	14.82	2630	 0.46	5940	10.56	12733	46.01	11335	50.39	9425	72.44	9211	66.99	8894	17.19	8533	 6.77	4730	 9.41	10752	53.10	15011	38.73	7118	 7.47	13972	 6.58	8048	 4.05	12132	50.29	6072	26.27	5654	 4.00	17739	 5.87	10744	35.12	5309	 3.30	11266	38.69	14462	50.83	16243	50.74	6472	21.40	8073	31.97	6202	55.74	8890	70.80	7469	18.56	7396	14.81	6196	16.04	8356	 6.86	7415	 1.66	13313	14.24	8989	31.46	8486	25.28	9587	 7.71	14805	27.51	16719	 9.70	10203	43.66	2164	12.57	12297	52.14	7237	77.05	7310	24.75	12060	32.66	11626	58.70	4566	 4.07	10255	 5.44	4423	58.08	3649	13.24	5077	59.64	9458	19.57	4791	31.64	7577	 3.51	13081	13.58	18574	38.22	7457	57.52	10198	36.62	1113	 0.36	4252	 2.85	4498	33.30	3902	58.82	4544	88.91	7860	98.17
lethal_LECT1::chr13:53313332-53313387	12	14	3191	12.50	6174	27.15	15547	69.37	9717	35.13	9286	69.31	11615	14.77	9988	11.00	18686	73.50	10217	52.07	20750	86.64	9268	32.59	27674	67.12	8317	44.63	9487	34.05	5753	15.87	2140	 4.39	24804	86.90	8594	78.82	3015	 3.25	15736	72.40	8533	51.60	22454	91.99	6763	39.33	10837	22.02	15419	29.65	14891	28.10	11357	67.56	10859	53.17	23203	87.67	451	17.07	8385	88.18	19044	88.47	14747	41.12	2630	 2.17	5940	43.10	12733	56.09	11335	68.11	9425	80.76	9211	78.28	8894	18.88	8533	 8.71	4730	21.99	10752	66.29	15011	55.09	7118	38.82	13972	12.58	8048	12.36	12132	67.58	6072	39.34	5654	 5.64	17739	14.36	10744	57.59	5309	 7.52	11266	60.99	14462	56.73	16243	64.34	6472	34.41	8073	35.89	6202	64.85	8890	76.88	7469	42.35	7396	24.62	6196	66.77	8356	11.63	7415	 3.43	13313	22.02	8989	57.60	8486	70.91	9587	20.32	14805	64.40	16719	 4.40	10203	57.10	2164	13.12	12297	55.70	7237	81.54	7310	45.88	12060	41.72	11626	67.64	4566	 5.08	10255	 6.38	4423	74.61	3649	23.32	5077	63.46	9458	40.29	4791	34.08	7577	 5.79	13081	25.34	18574	78.54	7457	75.98	10198	58.68	1113	 1.98	4252	 4.66	4498	26.66	3902	58.79	4544	91.09	7860	97.85
lethal_LECT1::chr13:53313332-53313387	24	26	3191	17.17	6174	27.21	15547	68.53	9717	36.95	9286	53.16	11615	16.87	9988	 9.61	18686	68.14	10217	39.88	20750	84.39	9268	30.09	27674	46.82	8317	38.43	9487	33.94	5753	16.36	2140	 4.95	24804	85.78	8594	77.14	3015	 5.07	15736	41.29	8533	50.05	22454	90.66	6763	30.84	10837	16.55	15419	21.53	14891	26.02	11357	50.51	10859	53.50	23203	88.71	451	 9.53	8385	87.04	19044	88.86	14747	33.50	2630	 1.41	5940	40.79	12733	50.65	11335	34.45	9425	75.51	9211	80.22	8894	15.57	8533	 5.13	4730	18.50	10752	62.84	15011	13.77	7118	17.80	13972	13.41	8048	12.03	12132	65.36	6072	20.14	5654	 5.96	17739	 9.66	10744	53.45	5309	 8.27	11266	51.95	14462	55.91	16243	60.55	6472	37.08	8073	33.23	6202	62.04	8890	76.30	7469	44.85	7396	19.62	6196	62.30	8356	10.08	7415	10.67	13313	13.51	8989	42.50	8486	35.62	9587	 8.23	14805	23.44	16719	 7.71	10203	47.86	2164	16.17	12297	55.95	7237	81.65	7310	36.92	12060	41.27	11626	62.08	4566	 3.99	10255	 3.63	4423	71.56	3649	22.77	5077	60.13	9458	26.46	4791	32.85	7577	 2.76	13081	18.19	18574	78.08	7457	76.16	10198	58.93	1113	 0.00	4252	 2.75	4498	32.61	3902	58.76	4544	90.12	7860	98.32
lethal_LECT1::chr13:53313332-53313387	34	36	3191	13.82	6174	24.65	15547	68.17	9717	34.04	9286	45.30	11615	12.35	9988	 5.14	18686	58.43	10217	39.26	20750	85.77	9268	29.13	27674	57.60	8317	36.96	9487	33.07	5753	14.44	2140	 0.70	24804	86.48	8594	76.81	3015	 2.12	15736	18.75	8533	50.71	22454	91.52	6763	31.98	10837	12.57	15419	23.72	14891	17.72	11357	42.37	10859	52.72	23203	87.67	451	 9.31	8385	87.62	19044	88.28	14747	29.23	2630	 1.06	5940	20.57	12733	49.52	11335	31.14	9425	78.08	9211	78.96	8894	12.39	8533	 2.19	4730	19.34	10752	60.59	15011	15.06	7118	45.56	13972	12.12	8048	 9.82	12132	64.68	6072	13.27	5654	 4.97	17739	 6.17	10744	40.18	5309	 5.27	11266	48.57	14462	54.98	16243	61.08	6472	27.81	8073	33.58	6202	64.56	8890	80.18	7469	47.86	7396	17.79	6196	13.80	8356	 2.74	7415	12.43	13313	13.85	8989	35.21	8486	54.12	9587	 8.10	14805	25.09	16719	11.27	10203	45.96	2164	 8.55	12297	54.33	7237	80.67	7310	27.33	12060	40.90	11626	66.07	4566	 2.21	10255	 4.44	4423	73.05	3649	21.54	5077	61.99	9458	40.63	4791	33.04	7577	 1.08	13081	17.25	18574	76.56	7457	73.89	10198	59.85	1113	 0.18	4252	 2.92	4498	32.68	3902	58.87	4544	91.97	7860	96.25
lethal_LECT1::chr13:53313332-53313387	40	42	3191	 5.39	6174	22.04	15547	65.92	9717	26.54	9286	58.56	11615	 7.10	9988	 3.23	18686	26.12	10217	20.70	20750	87.24	9268	19.08	27674	21.72	8317	20.62	9487	32.88	5753	 3.81	2140	 1.82	24804	82.31	8594	41.13	3015	 2.02	15736	26.98	8533	36.60	22454	87.18	6763	11.59	10837	 6.80	15419	 9.04	14891	11.63	11357	30.03	10859	20.84	23203	87.14	451	10.86	8385	67.66	19044	78.68	14747	12.99	2630	 1.18	5940	 3.57	12733	24.64	11335	19.12	9425	76.60	9211	63.83	8894	 4.46	8533	 6.47	4730	11.92	10752	31.29	15011	 3.66	7118	40.70	13972	 4.97	8048	 5.47	12132	39.56	6072	11.63	5654	 3.73	17739	 5.54	10744	21.55	5309	 3.24	11266	24.49	14462	43.33	16243	25.60	6472	16.13	8073	30.99	6202	45.89	8890	59.39	7469	23.18	7396	 6.44	6196	11.62	8356	 1.75	7415	 2.20	13313	 4.76	8989	31.38	8486	43.54	9587	 7.80	14805	 5.28	16719	 3.83	10203	32.47	2164	21.72	12297	52.83	7237	74.93	7310	 9.62	12060	25.81	11626	61.55	4566	 4.99	10255	 2.17	4423	60.77	3649	10.72	5077	61.18	9458	29.30	4791	32.87	7577	 2.76	13081	10.90	18574	18.02	7457	75.50	10198	46.78	1113	 0.18	4252	 4.07	4498	32.50	3902	53.25	4544	88.71	7860	98.33
lethal_LECT1::chr13:53313332-53313387	49	51	3191	11.97	6174	20.47	15547	46.68	9717	30.24	9286	57.65	11615	 3.35	9988	 1.45	18686	26.35	10217	16.70	20750	86.59	9268	15.22	27674	13.91	8317	18.50	9487	30.02	5753	 5.51	2140	 0.93	24804	68.65	8594	34.26	3015	 0.93	15736	58.73	8533	40.43	22454	83.37	6763	13.81	10837	 2.93	15419	10.49	14891	15.72	11357	33.78	10859	18.51	23203	86.59	451	 1.11	8385	76.37	19044	65.96	14747	 5.91	2630	 2.36	5940	 4.01	12733	38.14	11335	35.00	9425	75.83	9211	65.09	8894	 7.14	8533	 2.34	4730	 9.98	10752	12.81	15011	 4.80	7118	 8.58	13972	 5.03	8048	 5.33	12132	50.29	6072	 9.19	5654	 0.19	17739	 5.03	10744	27.43	5309	 1.81	11266	22.95	14462	38.72	16243	29.39	6472	20.70	8073	10.63	6202	54.24	8890	64.69	7469	 6.02	7396	 8.65	6196	 6.05	8356	 1.27	7415	 6.81	13313	 4.93	8989	30.79	8486	21.09	9587	 5.16	14805	 8.68	16719	 4.12	10203	31.39	2164	 7.76	12297	53.53	7237	77.26	7310	 6.92	12060	26.77	11626	48.74	4566	 0.22	10255	 1.60	4423	59.19	3649	10.69	5077	60.37	9458	23.03	4791	31.48	7577	 2.63	13081	 7.99	18574	12.33	7457	72.67	10198	51.28	1113	 0.27	4252	 2.82	4498	32.55	3902	58.84	4544	89.85	7860	99.75
lethal_LECT1::chr13:53313332-53313387	51	53	3191	12.38	6174	27.36	15547	69.03	9717	29.92	9286	69.62	11615	 7.72	9988	 5.53	18686	37.13	10217	33.19	20750	87.64	9268	28.50	27674	29.19	8317	40.54	9487	32.49	5753	10.24	2140	 2.10	24804	87.46	8594	69.73	3015	 3.02	15736	71.03	8533	48.38	22454	88.05	6763	28.39	10837	 8.07	15419	20.94	14891	17.85	11357	63.07	10859	36.59	23203	86.34	451	 9.31	8385	86.68	19044	80.17	14747	23.61	2630	 1.41	5940	10.52	12733	50.74	11335	54.11	9425	80.40	9211	76.79	8894	17.34	8533	 3.38	4730	12.11	10752	56.87	15011	18.33	7118	46.49	13972	 9.05	8048	 8.56	12132	66.45	6072	35.62	5654	 3.98	17739	 6.63	10744	36.51	5309	 5.73	11266	43.59	14462	50.48	16243	56.35	6472	29.54	8073	22.05	6202	61.83	8890	73.63	7469	16.55	7396	10.69	6196	11.15	8356	 2.13	7415	15.23	13313	19.29	8989	48.30	8486	73.66	9587	13.33	14805	13.43	16719	 7.40	10203	38.97	2164	26.76	12297	53.50	7237	81.77	7310	22.87	12060	41.22	11626	67.50	4566	 5.04	10255	 4.88	4423	69.88	3649	18.09	5077	60.76	9458	35.95	4791	33.60	7577	 1.45	13081	14.94	18574	26.91	7457	73.81	10198	58.28	1113	 0.18	4252	 2.56	4498	32.61	3902	58.74	4544	86.44	7860	98.08
lethal_PAH::chr12:103311222-103311277	6	8	38438	64.37	52315	84.88	65731	84.62	50784	79.20	37786	64.92	51297	86.01	57513	79.20	57524	77.12	33085	75.91	34204	55.72	32960	36.16	66128	64.41	40000	52.41	36284	38.49	34154	42.80	21101	 5.51	84634	84.10	58788	81.35	27255	55.45	62078	70.87	36753	51.57	56594	86.45	28016	47.54	84687	68.25	63598	84.73	49383	52.03	47223	64.94	54066	63.83	54644	82.49	46845	83.73	51153	83.86	62364	83.32	62421	82.11	38440	78.24	40645	78.86	35446	51.59	59727	80.59	52606	83.82	41081	60.32	54552	73.64	57705	70.09	27446	32.54	42065	62.60	47658	79.33	48628	59.42	80959	64.16	61110	53.94	71857	68.32	33887	36.10	51165	13.05	77235	14.86	33829	53.30	30587	23.17	60698	82.66	48267	46.85	51452	60.05	39896	57.94	57207	77.73	48694	50.27	45109	63.89	48927	66.93	43445	50.43	51050	79.34	39558	40.36	80721	83.10	47610	56.55	38554	46.08	63615	81.99	73523	62.97	67670	79.22	60806	 6.08	53167	53.12	48415	 5.34	91326	64.46	41346	70.46	35384	30.01	38929	 5.03	39562	56.08	40727	 7.05	50181	61.73	32539	72.21	29386	52.00	41581	87.92	34986	61.42	25332	31.53	22562	 5.16	60288	58.42	97211	85.35	82579	73.00	51007	65.62	34994	 0.93	54119	 1.27	67542	31.79	72909	59.74	64911	81.22	78358	97.78
