Amplicon	Cpos	Gpos	001-A1-1824.cov	001-A1-1824.ratio	002-B1-954.cov	002-B1-954.ratio	003-C1-1912.cov	003-C1-1912.ratio	004-D1-1757.cov	004-D1-1757.ratio	005-E1-2477.cov	005-E1-2477.ratio	006-F1-1436.cov	006-F1-1436.ratio	007-G1-1755.cov	007-G1-1755.ratio	008-H1-1954.cov	008-H1-1954.ratio	009-A2-1439.cov	009-A2-1439.ratio	010-B2-1963.cov	010-B2-1963.ratio	011-C2-1219.cov	011-C2-1219.ratio	012-D2-1924.cov	012-D2-1924.ratio	013-E2-1261.cov	013-E2-1261.ratio	014-F2-2074.cov	014-F2-2074.ratio	015-G2-2010.cov	015-G2-2010.ratio	016-H2-1274.cov	016-H2-1274.ratio	017-A3-1927.cov	017-A3-1927.ratio	018-B3-1309.cov	018-B3-1309.ratio	019-C3-956.cov	019-C3-956.ratio	020-D3-1712.cov	020-D3-1712.ratio	021-E3-565.cov	021-E3-565.ratio	022-F3-593.cov	022-F3-593.ratio	023-G3-1857.cov	023-G3-1857.ratio	024-H3-995.cov	024-H3-995.ratio	025-A4-1831.cov	025-A4-1831.ratio	026-B4-896.cov	026-B4-896.ratio	027-C4-2481.cov	027-C4-2481.ratio	028-D4-491.cov	028-D4-491.ratio	029-E4-2271.cov	029-E4-2271.ratio	030-F4-953.cov	030-F4-953.ratio	031-G4-2290.cov	031-G4-2290.ratio	032-H4-2512.cov	032-H4-2512.ratio	033-A5-2269.cov	033-A5-2269.ratio	034-B5-1734.cov	034-B5-1734.ratio	035-C5-2106.cov	035-C5-2106.ratio	036-D5-1804.cov	036-D5-1804.ratio	037-E5-1753.cov	037-E5-1753.ratio	038-F5-999.cov	038-F5-999.ratio	039-G5-1744.cov	039-G5-1744.ratio	040-H5-2414.cov	040-H5-2414.ratio	041-A6-947.cov	041-A6-947.ratio	042-B6-1377.cov	042-B6-1377.ratio	043-C6-1793.cov	043-C6-1793.ratio	044-D6-1893.cov	044-D6-1893.ratio	045-E6-535.cov	045-E6-535.ratio	046-F6-1438.cov	046-F6-1438.ratio	047-G6-1825.cov	047-G6-1825.ratio	048-H6-890.cov	048-H6-890.ratio	049-A7-2294.cov	049-A7-2294.ratio	050-B7-816.cov	050-B7-816.ratio	051-C7-2525.cov	051-C7-2525.ratio	052-D7-1225.cov	052-D7-1225.ratio	053-E7-2052.cov	053-E7-2052.ratio	054-F7-385.cov	054-F7-385.ratio	055-G7-496.cov	055-G7-496.ratio	056-H7-2182.cov	056-H7-2182.ratio	057-A8-2483.cov	057-A8-2483.ratio	058-B8-2079.cov	058-B8-2079.ratio	059-C8-2102.cov	059-C8-2102.ratio	060-D8-1651.cov	060-D8-1651.ratio	061-E8-891.cov	061-E8-891.ratio	062-F8-2114.cov	062-F8-2114.ratio	063-G8-2175.cov	063-G8-2175.ratio	064-H8-1856.cov	064-H8-1856.ratio	065-A9-2107.cov	065-A9-2107.ratio	066-B9-540.cov	066-B9-540.ratio	067-C9-1808.cov	067-C9-1808.ratio	068-D9-2424.cov	068-D9-2424.ratio	069-E9-2428.cov	069-E9-2428.ratio	070-F9-2321.cov	070-F9-2321.ratio	071-G9-897.cov	071-G9-897.ratio	072-H9-933.cov	072-H9-933.ratio	073-A10-924.cov	073-A10-924.ratio	074-B10-2313.cov	074-B10-2313.ratio	075-C10-1218.cov	075-C10-1218.ratio	076-D10-1603.cov	076-D10-1603.ratio	077-E10-1256.cov	077-E10-1256.ratio	078-F10-904.cov	078-F10-904.ratio	079-G10-1894.cov	079-G10-1894.ratio	080-H10-2246.cov	080-H10-2246.ratio	081-A11-2316.cov	081-A11-2316.ratio	082-B11-2127.cov	082-B11-2127.ratio	083-C11-2466.cov	083-C11-2466.ratio	084-D11-448.cov	084-D11-448.ratio	085-E11-2510.cov	085-E11-2510.ratio	086-F11-613.cov	086-F11-613.ratio	087-G11-2144.cov	087-G11-2144.ratio	088-H11-1754.cov	088-H11-1754.ratio	089-A12-1916.cov	089-A12-1916.ratio	090-B12-1619.cov	090-B12-1619.ratio	091-C12-2603.cov	091-C12-2603.ratio	092-D12-1826.cov	092-D12-1826.ratio	093-E12-2607.cov	093-E12-2607.ratio	094-F12-1376.cov	094-F12-1376.ratio	095-G12-2452.cov	095-G12-2452.ratio	096-H12-2393.cov	096-H12-2393.ratio
lethal_EPHB3::chr3:184243858-184243913	12	14	207223	 4.32	190665	 8.48	170475	14.76	76819	28.38	144325	37.77	213097	42.04	129806	68.90	185579	16.72	173731	37.15	147437	65.08	152139	36.56	145322	14.41	140225	38.26	176814	12.66	149795	51.94	100187	16.18	216089	 3.35	191078	36.97	162624	37.02	177653	 5.29	154364	29.37	164955	12.10	106842	25.76	67921	49.46	153302	55.97	228895	85.03	108481	28.07	166853	48.81	79461	26.46	139320	 5.59	203287	53.83	148377	10.79	146647	58.74	82541	33.76	122131	17.44	105724	30.20	136812	50.92	179432	62.45	71736	46.18	153645	53.33	95900	75.20	62325	35.28	179821	81.87	133884	 7.16	190045	61.18	226559	33.50	115217	29.52	134144	59.62	134187	11.70	169825	10.30	214614	18.74	124373	81.17	199102	69.12	156276	15.90	105658	68.29	143034	10.98	159994	35.31	89193	38.77	136992	42.88	135946	30.59	72537	 8.52	155829	19.22	145833	65.72	119093	29.99	151172	44.65	97860	78.17	200530	42.81	94205	49.89	168654	62.74	189466	12.14	194216	73.76	173146	49.14	155882	42.85	209348	67.75	177150	69.36	188850	85.89	181160	27.64	176569	45.18	137093	15.30	142840	31.27	179541	38.09	96262	 8.21	217913	33.80	225194	35.43	181180	29.13	121001	 6.88	257202	37.37	130052	34.75	171878	 8.38	210976	74.18	173219	42.77	140837	23.06	179255	64.34	168462	37.97	148591	63.56	157565	57.55
lethal_EPHB3::chr3:184243858-184243913	19	21	207223	 3.23	190665	 7.92	170475	12.86	76819	25.54	144325	35.31	213097	49.08	129806	65.44	185579	16.18	173731	37.12	147437	59.51	152139	32.81	145322	13.66	140225	37.65	176814	12.17	149795	50.37	100187	14.64	216089	 1.78	191078	31.03	162624	33.13	177653	 3.92	154364	29.55	164955	10.87	106842	26.33	67921	47.50	153302	51.60	228895	78.83	108481	24.38	166853	40.25	79461	29.06	139320	 4.46	203287	51.22	148377	11.55	146647	56.91	82541	25.75	122131	15.40	105724	28.07	136812	48.81	179432	56.82	71736	43.74	153645	48.23	95900	70.20	62325	24.99	179821	78.96	133884	 5.42	190045	56.65	226559	30.69	115217	31.55	134144	46.49	134187	11.13	169825	 8.10	214614	18.67	124373	78.21	199102	67.05	156276	15.43	105658	65.16	143034	 9.21	159994	35.37	89193	35.71	136992	40.11	135946	27.90	72537	 6.29	155829	18.78	145833	63.10	119093	31.84	151172	42.11	97860	77.35	200530	38.78	94205	44.53	168654	48.81	189466	13.85	194216	73.43	173146	48.54	155882	41.20	209348	63.65	177150	65.45	188850	74.72	181160	29.39	176569	36.37	137093	12.22	142840	25.67	179541	28.97	96262	 6.73	217913	31.22	225194	32.03	181180	25.32	121001	 5.30	257202	33.67	130052	31.65	171878	 5.17	210976	70.10	173219	38.45	140837	23.37	179255	63.43	168462	35.82	148591	61.25	157565	53.21
lethal_EPHB3::chr3:184243858-184243913	23	25	207223	 3.06	190665	 7.14	170475	11.78	76819	23.44	144325	33.51	213097	41.63	129806	68.23	185579	13.71	173731	32.67	147437	61.10	152139	33.15	145322	 8.95	140225	33.65	176814	10.38	149795	48.49	100187	13.85	216089	 3.23	191078	31.59	162624	34.15	177653	 4.75	154364	25.82	164955	 9.32	106842	22.89	67921	48.03	153302	52.52	228895	76.07	108481	24.46	166853	45.24	79461	27.92	139320	 3.37	203287	51.41	148377	 5.72	146647	55.16	82541	32.59	122131	17.92	105724	25.58	136812	45.91	179432	61.44	71736	43.66	153645	51.14	95900	65.77	62325	25.75	179821	63.06	133884	 7.53	190045	47.69	226559	29.58	115217	30.20	134144	52.39	134187	 9.43	169825	 7.84	214614	16.17	124373	73.42	199102	61.86	156276	12.48	105658	65.22	143034	 7.82	159994	32.41	89193	35.64	136992	42.42	135946	27.41	72537	 3.80	155829	18.25	145833	61.89	119093	34.37	151172	43.33	97860	76.17	200530	36.02	94205	46.13	168654	49.21	189466	 8.97	194216	70.41	173146	48.40	155882	37.79	209348	68.21	177150	65.84	188850	78.57	181160	30.46	176569	37.50	137093	13.52	142840	26.49	179541	28.23	96262	 4.80	217913	31.71	225194	28.52	181180	25.62	121001	 6.32	257202	31.76	130052	32.11	171878	 5.82	210976	67.03	173219	36.14	140837	20.00	179255	59.67	168462	35.24	148591	62.12	157565	57.55
lethal_EPHB3::chr3:184243858-184243913	32	34	207223	 3.71	190665	 9.66	170475	13.18	76819	24.93	144325	37.06	213097	51.24	129806	64.57	185579	15.65	173731	39.24	147437	64.20	152139	34.96	145322	14.40	140225	37.27	176814	13.41	149795	53.01	100187	17.08	216089	 4.41	191078	34.58	162624	35.23	177653	 7.13	154364	30.36	164955	12.42	106842	28.06	67921	48.96	153302	58.08	228895	77.35	108481	29.03	166853	44.55	79461	26.90	139320	 4.82	203287	52.50	148377	10.55	146647	58.81	82541	27.37	122131	26.13	105724	29.28	136812	49.61	179432	60.65	71736	45.33	153645	53.03	95900	71.41	62325	27.18	179821	80.47	133884	 7.43	190045	58.87	226559	33.48	115217	36.67	134144	49.96	134187	11.97	169825	11.94	214614	19.23	124373	77.58	199102	68.16	156276	16.13	105658	69.01	143034	11.92	159994	33.68	89193	39.65	136992	41.51	135946	30.83	72537	 6.88	155829	19.14	145833	69.45	119093	43.13	151172	43.21	97860	78.18	200530	45.75	94205	48.55	168654	53.11	189466	15.66	194216	74.78	173146	50.10	155882	45.86	209348	67.98	177150	68.47	188850	78.84	181160	28.99	176569	41.57	137093	16.54	142840	34.30	179541	35.95	96262	 5.49	217913	34.38	225194	33.65	181180	28.08	121001	 7.16	257202	37.11	130052	32.75	171878	 8.43	210976	70.83	173219	40.77	140837	22.81	179255	61.37	168462	38.85	148591	63.40	157565	55.79
lethal_EPHB3::chr3:184243858-184243913	42	44	207223	 4.77	190665	 8.23	170475	14.62	76819	26.71	144325	39.88	213097	55.83	129806	68.68	185579	18.44	173731	40.81	147437	62.80	152139	38.79	145322	16.43	140225	38.97	176814	16.03	149795	54.55	100187	17.37	216089	 2.41	191078	37.70	162624	37.94	177653	 5.87	154364	32.97	164955	14.41	106842	28.76	67921	49.91	153302	58.27	228895	80.77	108481	28.55	166853	46.12	79461	31.12	139320	 5.05	203287	53.99	148377	12.71	146647	58.77	82541	36.71	122131	27.59	105724	32.78	136812	50.61	179432	61.56	71736	49.06	153645	55.63	95900	76.01	62325	27.93	179821	81.24	133884	 7.21	190045	63.16	226559	34.35	115217	40.72	134144	47.51	134187	12.29	169825	10.57	214614	19.55	124373	80.43	199102	69.46	156276	20.81	105658	70.25	143034	12.92	159994	37.50	89193	41.09	136992	41.68	135946	29.63	72537	 7.00	155829	19.96	145833	70.93	119093	34.87	151172	46.12	97860	79.67	200530	47.05	94205	49.66	168654	60.24	189466	19.21	194216	76.06	173146	50.29	155882	51.49	209348	68.92	177150	69.04	188850	81.28	181160	31.98	176569	45.54	137093	21.36	142840	35.15	179541	39.13	96262	 9.09	217913	37.54	225194	32.14	181180	31.32	121001	 9.25	257202	38.44	130052	35.50	171878	 7.01	210976	74.92	173219	40.79	140837	25.29	179255	66.77	168462	39.65	148591	64.65	157565	57.45
lethal_EPHB3::chr3:184243858-184243913	45	47	207223	 7.10	190665	11.52	170475	17.77	76819	29.44	144325	40.55	213097	53.38	129806	71.86	185579	20.43	173731	44.34	147437	66.25	152139	40.84	145322	20.29	140225	42.97	176814	21.47	149795	58.11	100187	19.89	216089	 3.91	191078	41.84	162624	42.54	177653	 7.61	154364	32.83	164955	15.44	106842	31.07	67921	51.29	153302	62.64	228895	83.66	108481	32.74	166853	49.18	79461	33.52	139320	 7.99	203287	55.99	148377	19.70	146647	61.32	82541	37.91	122131	26.34	105724	35.76	136812	51.36	179432	63.00	71736	52.88	153645	57.90	95900	76.46	62325	36.15	179821	82.55	133884	 8.93	190045	59.40	226559	37.62	115217	43.15	134144	59.92	134187	14.95	169825	13.39	214614	21.81	124373	81.93	199102	69.98	156276	26.84	105658	71.70	143034	12.43	159994	36.90	89193	42.41	136992	44.88	135946	32.40	72537	10.97	155829	25.07	145833	71.72	119093	50.97	151172	46.85	97860	80.39	200530	49.59	94205	51.71	168654	64.26	189466	21.36	194216	75.70	173146	51.81	155882	55.43	209348	71.09	177150	71.65	188850	84.13	181160	36.89	176569	48.31	137093	22.27	142840	39.13	179541	43.34	96262	11.95	217913	37.67	225194	37.38	181180	34.37	121001	11.21	257202	38.33	130052	38.99	171878	 9.84	210976	75.65	173219	47.81	140837	30.04	179255	69.72	168462	44.09	148591	68.02	157565	56.68
lethal_LECT1::chr13:53313332-53313387	-2	0	6557	14.82	10569	69.58	15850	41.38	4876	64.07	9297	55.02	13765	58.11	15549	85.47	26042	74.51	4234	51.82	7189	55.64	9188	43.55	14624	70.84	11109	70.10	3933	15.56	1626	10.89	2950	23.15	28308	66.38	7895	 7.66	5640	71.01	7766	 4.71	9220	39.39	8146	49.20	5352	76.36	3215	88.12	8753	55.02	3900	84.31	5555	43.10	4462	44.71	6055	54.55	5631	13.75	15838	71.42	11562	28.21	5459	74.74	6010	71.95	13408	39.83	4315	10.75	9881	76.34	10989	79.30	5011	66.35	7774	72.77	5368	81.35	4124	71.51	5784	70.57	12745	29.00	13048	78.82	6095	32.50	5415	33.89	3595	 9.40	10869	23.31	22608	22.19	20310	35.29	20733	94.05	16501	56.71	12335	36.00	9167	75.32	21340	60.77	13938	55.55	3982	 7.46	32990	75.31	11558	52.31	2999	 3.80	6046	46.33	11544	68.58	18145	35.41	16240	63.07	14503	94.55	22735	46.36	20154	76.81	15631	83.23	32107	80.12	23990	89.15	19146	57.74	16224	70.44	32369	77.72	36490	87.04	16108	93.60	13738	57.85	9080	68.04	15546	18.63	11184	47.51	12586	14.71	7659	65.77	24322	50.11	47706	74.58	10459	56.04	4407	 5.40	27023	29.18	8647	35.73	8821	16.12	5741	40.81	23987	66.24	3301	52.04	22316	52.23	13474	55.65	19247	82.35	28560	79.09
lethal_LECT1::chr13:53313332-53313387	1	3	6557	 8.28	10569	66.66	15850	39.42	4876	58.41	9297	39.49	13765	27.70	15549	82.80	26042	74.08	4234	49.29	7189	54.65	9188	24.84	14624	71.27	11109	72.14	3933	 4.42	1626	 5.10	2950	21.19	28308	11.12	7895	 0.70	5640	61.49	7766	 2.28	9220	30.57	8146	47.63	5352	74.25	3215	88.09	8753	50.43	3900	77.85	5555	40.52	4462	30.91	6055	53.99	5631	 3.46	15838	71.01	11562	 7.43	5459	71.86	6010	50.17	13408	12.72	4315	 8.18	9881	76.29	10989	78.46	5011	59.83	7774	68.37	5368	58.94	4124	38.36	5784	15.32	12745	13.07	13048	43.94	6095	21.18	5415	25.47	3595	 3.87	10869	 4.58	22608	12.03	20310	27.85	20733	94.20	16501	29.79	12335	14.39	9167	72.55	21340	59.22	13938	56.02	3982	 3.89	32990	62.42	11558	33.67	2999	 2.67	6046	22.56	11544	50.59	18145	 7.25	16240	42.03	14503	92.78	22735	42.58	20154	62.54	15631	70.95	32107	79.05	23990	82.73	19146	50.53	16224	51.68	32369	59.06	36490	89.39	16108	81.02	13738	31.35	9080	59.04	15546	13.21	11184	42.26	12586	 4.14	7659	59.97	24322	47.50	47706	73.06	10459	53.04	4407	12.73	27023	15.48	8647	24.44	8821	 6.75	5741	23.58	23987	64.71	3301	49.20	22316	38.73	13474	54.59	19247	80.23	28560	79.10
lethal_LECT1::chr13:53313332-53313387	3	5	6557	 8.33	10569	50.70	15850	34.93	4876	56.13	9297	35.23	13765	12.72	15549	63.52	26042	59.22	4234	37.74	7189	30.03	9188	 8.99	14624	67.11	11109	67.73	3933	 2.16	1626	 2.95	2950	19.76	28308	 5.75	7895	 1.24	5640	58.92	7766	 2.46	9220	21.42	8146	45.00	5352	70.37	3215	77.33	8753	22.21	3900	40.64	5555	38.94	4462	 7.17	6055	48.32	5631	 1.76	15838	59.16	11562	 6.08	5459	45.83	6010	31.71	13408	 5.44	4315	 6.00	9881	73.62	10989	68.12	5011	56.42	7774	54.44	5368	29.73	4124	21.94	5784	 4.79	12745	 7.19	13048	30.79	6095	16.83	5415	11.23	3595	 2.48	10869	 2.35	22608	 5.69	20310	22.43	20733	81.12	16501	12.84	12335	10.39	9167	72.23	21340	52.58	13938	51.41	3982	 1.08	32990	49.78	11558	24.68	2999	 1.57	6046	19.77	11544	38.76	18145	 5.01	16240	 7.76	14503	92.21	22735	35.23	20154	26.10	15631	55.20	32107	73.79	23990	78.04	19146	44.23	16224	59.15	32369	31.07	36490	87.40	16108	43.41	13738	18.93	9080	45.53	15546	 8.74	11184	26.96	12586	 4.93	7659	51.25	24322	45.72	47706	70.47	10459	49.99	4407	 9.85	27023	 2.49	8647	 9.61	8821	 5.74	5741	13.92	23987	48.10	3301	46.99	22316	23.38	13474	52.96	19247	76.01	28560	69.01
lethal_LECT1::chr13:53313332-53313387	12	14	6557	 9.59	10569	67.03	15850	38.64	4876	58.78	9297	43.50	13765	48.51	15549	81.85	26042	73.37	4234	49.34	7189	55.14	9188	35.38	14624	70.19	11109	70.81	3933	 5.95	1626	 4.67	2950	20.20	28308	21.91	7895	 6.49	5640	57.70	7766	 2.33	9220	34.03	8146	46.11	5352	72.03	3215	86.66	8753	57.79	3900	73.08	5555	41.40	4462	26.47	6055	56.20	5631	 5.49	15838	68.46	11562	10.92	5459	69.79	6010	63.01	13408	 6.19	4315	 8.48	9881	75.62	10989	76.48	5011	63.46	7774	67.34	5368	55.72	4124	52.23	5784	13.52	12745	12.15	13048	62.11	6095	22.12	5415	27.76	3595	 5.76	10869	 7.81	22608	12.98	20310	25.93	20733	90.51	16501	35.83	12335	19.54	9167	73.40	21340	64.51	13938	56.65	3982	 2.49	32990	77.64	11558	50.57	2999	 1.00	6046	26.86	11544	51.93	18145	10.01	16240	27.87	14503	93.27	22735	42.60	20154	60.04	15631	81.66	32107	80.52	23990	86.20	19146	57.69	16224	68.08	32369	72.40	36490	89.02	16108	71.80	13738	37.39	9080	66.21	15546	15.93	11184	43.57	12586	 6.77	7659	61.67	24322	48.69	47706	75.06	10459	52.16	4407	16.22	27023	 6.38	8647	20.31	8821	13.65	5741	32.82	23987	60.75	3301	47.59	22316	42.43	13474	54.71	19247	82.65	28560	74.68
lethal_LECT1::chr13:53313332-53313387	24	26	6557	11.42	10569	67.20	15850	38.57	4876	60.03	9297	27.53	13765	55.13	15549	63.03	26042	69.40	4234	48.96	7189	48.25	9188	25.39	14624	70.87	11109	69.25	3933	 6.41	1626	 5.35	2950	20.03	28308	30.07	7895	 8.70	5640	56.70	7766	 4.04	9220	28.87	8146	47.57	5352	74.83	3215	85.72	8753	36.48	3900	56.05	5555	38.96	4462	19.48	6055	53.66	5631	 4.07	15838	68.39	11562	 4.76	5459	71.75	6010	57.49	13408	 8.37	4315	 8.04	9881	75.43	10989	75.35	5011	59.47	7774	67.19	5368	55.38	4124	53.88	5784	11.31	12745	 9.03	13048	44.95	6095	21.03	5415	27.85	3595	 3.73	10869	10.30	22608	14.13	20310	26.68	20733	93.60	16501	25.83	12335	13.64	9167	72.66	21340	61.30	13938	57.14	3982	 2.81	32990	71.38	11558	48.56	2999	 1.90	6046	25.24	11544	50.97	18145	25.39	16240	21.55	14503	93.15	22735	41.85	20154	36.42	15631	72.86	32107	79.45	23990	84.49	19146	56.12	16224	63.70	32369	52.15	36490	87.58	16108	54.23	13738	31.32	9080	59.20	15546	14.75	11184	35.29	12586	 4.60	7659	62.03	24322	45.56	47706	72.78	10459	54.54	4407	15.14	27023	21.46	8647	19.31	8821	12.21	5741	23.34	23987	55.64	3301	47.65	22316	34.96	13474	54.32	19247	81.27	28560	78.20
lethal_LECT1::chr13:53313332-53313387	34	36	6557	 6.95	10569	59.50	15850	36.30	4876	56.19	9297	15.02	13765	55.39	15549	57.82	26042	71.04	4234	48.28	7189	53.29	9188	24.44	14624	68.33	11109	70.41	3933	 3.66	1626	 3.87	2950	20.71	28308	15.37	7895	 4.83	5640	59.91	7766	 2.59	9220	22.78	8146	46.29	5352	73.32	3215	87.00	8753	46.53	3900	78.41	5555	39.91	4462	19.45	6055	52.70	5631	 1.33	15838	70.49	11562	 1.88	5459	69.23	6010	57.55	13408	 4.52	4315	 5.14	9881	76.51	10989	74.94	5011	58.35	7774	68.64	5368	36.81	4124	51.16	5784	 8.64	12745	 9.60	13048	38.04	6095	20.00	5415	16.82	3595	 3.95	10869	 7.81	22608	10.97	20310	27.17	20733	90.18	16501	13.90	12335	10.37	9167	71.20	21340	62.75	13938	52.41	3982	 2.81	32990	70.60	11558	33.38	2999	 1.07	6046	20.36	11544	54.81	18145	20.95	16240	16.24	14503	93.37	22735	39.82	20154	33.81	15631	75.45	32107	78.78	23990	83.51	19146	48.88	16224	64.92	32369	49.26	36490	88.87	16108	62.07	13738	30.19	9080	46.20	15546	11.73	11184	39.74	12586	 4.13	7659	56.85	24322	47.42	47706	74.70	10459	50.80	4407	12.89	27023	15.65	8647	13.28	8821	 6.69	5741	25.26	23987	55.00	3301	49.02	22316	35.18	13474	52.76	19247	82.31	28560	73.82
lethal_LECT1::chr13:53313332-53313387	40	42	6557	 4.85	10569	28.02	15850	29.71	4876	30.58	9297	12.46	13765	 7.19	15549	21.18	26042	34.83	4234	41.64	7189	23.90	9188	 7.48	14624	68.61	11109	63.11	3933	 3.61	1626	 4.12	2950	19.05	28308	 5.19	7895	 2.93	5640	 7.94	7766	 3.37	9220	18.72	8146	46.17	5352	73.86	3215	78.26	8753	11.93	3900	66.79	5555	16.08	4462	 7.01	6055	51.15	5631	 1.23	15838	55.49	11562	 2.51	5459	73.26	6010	30.68	13408	 2.06	4315	 4.47	9881	70.93	10989	55.92	5011	51.59	7774	55.06	5368	10.47	4124	22.24	5784	 5.43	12745	 6.41	13048	15.86	6095	13.31	5415	15.16	3595	 1.61	10869	 3.09	22608	 3.35	20310	12.88	20733	73.48	16501	 7.09	12335	 6.02	9167	69.80	21340	48.08	13938	47.42	3982	 3.21	32990	49.77	11558	13.20	2999	 0.70	6046	13.83	11544	49.84	18145	 4.87	16240	 9.83	14503	78.76	22735	24.56	20154	14.27	15631	17.48	32107	23.30	23990	58.16	19146	34.18	16224	55.79	32369	24.50	36490	87.35	16108	30.79	13738	23.82	9080	27.50	15546	 4.93	11184	25.91	12586	 2.89	7659	27.35	24322	43.65	47706	49.88	10459	44.99	4407	 9.24	27023	14.46	8647	 5.34	8821	 3.24	5741	 6.10	23987	53.43	3301	49.20	22316	33.94	13474	46.63	19247	61.56	28560	56.23
lethal_LECT1::chr13:53313332-53313387	49	51	6557	 1.56	10569	22.81	15850	27.94	4876	50.59	9297	 2.62	13765	 6.71	15549	17.59	26042	49.57	4234	23.90	7189	23.73	9188	 7.19	14624	53.19	11109	63.04	3933	 1.70	1626	 2.64	2950	17.83	28308	 5.60	7895	 4.61	5640	14.82	7766	 0.85	9220	20.30	8146	46.19	5352	40.86	3215	80.56	8753	24.85	3900	81.03	5555	37.71	4462	 6.36	6055	25.96	5631	 2.18	15838	70.20	11562	 3.45	5459	72.39	6010	15.96	13408	22.81	4315	 5.10	9881	71.77	10989	66.44	5011	49.51	7774	39.49	5368	13.04	4124	23.50	5784	 3.63	12745	 4.40	13048	 4.85	6095	10.34	5415	 7.17	3595	 1.61	10869	 1.68	22608	 2.07	20310	20.87	20733	70.98	16501	 6.58	12335	 3.70	9167	43.01	21340	42.69	13938	41.73	3982	 1.88	32990	40.80	11558	 4.91	2999	 1.10	6046	 7.38	11544	40.12	18145	 2.74	16240	11.01	14503	89.66	22735	15.94	20154	14.32	15631	55.91	32107	30.55	23990	46.40	19146	36.59	16224	21.91	32369	20.83	36490	85.69	16108	20.59	13738	24.15	9080	25.73	15546	 9.58	11184	28.90	12586	 4.10	7659	30.02	24322	47.39	47706	48.46	10459	38.33	4407	 7.03	27023	18.32	8647	 3.40	8821	 1.10	5741	 7.56	23987	42.52	3301	45.53	22316	18.71	13474	48.43	19247	50.65	28560	24.28
lethal_LECT1::chr13:53313332-53313387	51	53	6557	 3.08	10569	51.69	15850	35.43	4876	55.56	9297	20.38	13765	18.07	15549	33.91	26042	60.89	4234	50.52	7189	51.01	9188	20.25	14624	67.84	11109	69.18	3933	 3.76	1626	 6.77	2950	20.68	28308	31.54	7895	 4.70	5640	15.07	7766	 0.81	9220	23.24	8146	46.53	5352	67.71	3215	84.91	8753	39.83	3900	83.28	5555	43.33	4462	27.30	6055	50.85	5631	 2.95	15838	71.79	11562	 4.46	5459	71.28	6010	36.54	13408	14.54	4315	 5.86	9881	76.21	10989	76.33	5011	60.75	7774	69.86	5368	38.49	4124	40.37	5784	 5.60	12745	 8.52	13048	22.59	6095	20.46	5415	15.48	3595	 6.06	10869	 3.03	22608	 9.11	20310	27.53	20733	88.73	16501	13.81	12335	12.91	9167	72.47	21340	57.24	13938	56.30	3982	 2.29	32990	59.77	11558	14.77	2999	 2.47	6046	21.50	11544	52.88	18145	 8.41	16240	18.93	14503	94.08	22735	39.82	20154	46.92	15631	79.26	32107	57.83	23990	71.69	19146	45.87	16224	60.93	32369	42.66	36490	90.75	16108	25.02	13738	28.34	9080	44.04	15546	22.47	11184	32.22	12586	 7.87	7659	57.37	24322	45.62	47706	74.13	10459	49.68	4407	11.05	27023	34.14	8647	16.65	8821	 5.03	5741	15.75	23987	62.20	3301	48.32	22316	32.20	13474	52.17	19247	79.93	28560	58.36
lethal_PAH::chr12:103311222-103311277	6	8	38601	 2.54	52271	59.91	37682	42.13	16752	33.97	56140	69.61	71422	72.46	42897	60.64	66403	68.45	39325	53.06	45069	71.58	38017	55.48	51117	53.36	38302	40.00	27528	45.04	27182	63.45	22220	 8.36	86922	87.55	52973	51.07	30144	47.69	39591	28.46	41384	69.94	29958	33.16	33683	57.46	23359	88.56	58123	54.05	21494	 2.64	33303	37.16	25496	54.42	28484	61.98	36353	63.14	78175	68.70	47998	48.76	48130	72.37	24318	66.41	31562	 2.90	39515	75.77	36626	65.66	57352	66.34	19990	55.58	55462	68.93	44951	90.03	19685	76.67	56576	91.98	43725	16.46	75277	80.28	45781	57.95	29708	45.22	34425	97.07	45064	14.85	36403	16.63	63065	42.75	78464	92.01	66358	85.36	44980	39.50	35974	83.93	37764	31.27	56999	50.34	21950	58.26	67605	85.42	27883	46.80	15780	67.57	39318	43.09	37666	85.53	42059	19.74	56745	87.90	25927	57.79	65994	59.54	36138	77.91	107915	75.36	50956	54.78	74958	86.52	66501	63.04	50703	84.47	80675	79.97	75328	80.70	63580	92.11	62355	65.39	28523	57.78	61506	57.96	42831	53.18	72792	52.18	23668	15.35	57651	45.51	74173	89.29	35313	56.61	28605	 1.41	81617	61.46	41059	74.94	60618	 7.34	46767	70.27	77950	71.77	19412	49.28	96896	72.75	58464	53.70	54406	75.43	60502	69.86
